track_id,track_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seg,genre,positividad
03Ln2ZnYhVG09yLNpy1saq,LA MONA ES UN MUCHACHO DE BARRIO - En Vivo,La Mona Jimenez,7,0.417,0.567,4,-14.485,0,0.0614,0.685,0.139,0.187,0.409,154.766,362.197,0,0.3489792304816481
0aQa8lDXT3behsuh4OBtRr,LA HUELLA - En Vivo,La Mona Jimenez,8,0.404,0.585,5,-12.988,1,0.0798,0.699,0.000208,0.0997,0.663,154.229,256.437,0,0.2543628086911039
7h4fXTbibBjxAYRSQeaJEP,AVENTURERA - En Vivo,La Mona Jimenez,7,0.431,0.572,0,-12.659,1,0.057,0.514,0.000175,0.152,0.822,152.004,231.792,0,0.3397371665543586
61lWvyQ4lOT2xYwoloNTh0,ADRENALINA - En Vivo,La Mona Jimenez,6,0.485,0.658,2,-12.506,0,0.101,0.695,5.95e-06,0.418,0.728,160.422,252.587,0,0.2398657661731438
2ONJtyC17pRSClDuid2PWq,A QUE NO - En Vivo,La Mona Jimenez,7,0.328,0.629,0,-12.625,1,0.0568,0.45,0.00345,0.476,0.599,155.797,271.787,0,0.1159392890170096
638UtIKiftwTcRzhlzfVOV,AHOGADITO - En Vivo,La Mona Jimenez,6,0.414,0.582,7,-13.049,1,0.0817,0.461,0.00309,0.411,0.661,147.71,271.019,0,0.0995784528760754
1DWaOsZTAywFw88iUtetb2,RENEGADO - En Vivo,La Mona Jimenez,6,0.374,0.655,0,-12.188,1,0.11,0.572,0.00012,0.734,0.671,155.232,254.635,0,0.3397371665543586
3WW8rV8gqTNzNX5ORSX898,SIN TI - En Vivo,La Mona Jimenez,6,0.364,0.606,10,-12.634,1,0.0464,0.297,0.000122,0.95,0.55,147.713,238.037,0,0.3397371665543586
4q7Xq4zhn9aev3JhH0f82d,"QUE TAL PASCUAL, VUELVO A VIVIR VUALVO A CANTAR - En Vivo",La Mona Jimenez,5,0.357,0.628,4,-11.578,0,0.0974,0.595,1.93e-05,0.634,0.552,153.375,397.141,0,0.1159392890170096
1YQYNipKpRst6X6BKp0vw1,TE BUSCO Y VOY POR TI - En Vivo,La Mona Jimenez,8,0.469,0.632,5,-11.453,1,0.0378,0.5,0.000408,0.543,0.816,153.446,284.843,0,0.2042582426578079
2to82Ojzn1KEhGJqT2li84,DOS EN UNO - En Vivo,La Mona Jimenez,7,0.322,0.679,9,-11.579,0,0.06,0.305,8.64e-05,0.732,0.6,155.553,218.453,0,0.1361546678108415
0uYIZRNUisGXZpuaFaK6KV,RULETA RUSA - En Vivo,La Mona Jimenez,7,0.438,0.612,5,-12.097,0,0.064,0.597,4.66e-05,0.492,0.68,157.924,228.747,0,0.3397371665543586
32f82MZr5llw78a3ivfh9B,LA PUPERA - En Vivo,La Mona Jimenez,6,0.408,0.58,2,-12.539,0,0.133,0.409,3.96e-06,0.819,0.764,156.863,147.797,0,0.0110145105263907
4uGXreMfy4vBf6ymD0czhd,ME MUERO POR ELLA - En Vivo,La Mona Jimenez,7,0.289,0.683,7,-10.936,1,0.061,0.43,0.0,0.95,0.422,158.479,187.648,0,0.2042582426578079
2ADXc8qnZpcWigGwmTHir6,EL LEON - En Vivo,La Mona Jimenez,6,0.316,0.627,4,-11.319,0,0.101,0.511,3.33e-05,0.458,0.442,158.042,279.296,0,0.269836943746321
7x0d9nuTeIi2vWM0MHVIUQ,LA ENAMORADA - En Vivo,La Mona Jimenez,7,0.47,0.712,10,-10.46,1,0.117,0.546,0.0,0.34,0.776,161.067,173.995,0,0.3397371665543586
48mGmTJetDR6NWz73yzX9M,MIS HORAS MAS FELICES - En Vivo,La Mona Jimenez,6,0.382,0.637,8,-12.187,1,0.0826,0.59,0.0,0.135,0.475,159.551,271.573,0,0.0929871551484979
0akmyC7nU1nqPnGYyyqBWS,ME DESESPERO - En Vivo,La Mona Jimenez,6,0.32,0.599,0,-12.803,1,0.0622,0.53,5.85e-06,0.752,0.414,157.621,330.667,0,0.0929871551484979
4ZD05IYKAXAFtvyShOSclr,LAURA - En Vivo,La Mona Jimenez,6,0.412,0.634,7,-11.981,1,0.0998,0.562,3.93e-05,0.459,0.662,154.332,467.541,0,0.3397371665543586
6ntwASU5NIUGD5e8N0yJ5H,AMOR SECRETO - En Vivo,La Mona Jimenez,5,0.311,0.454,5,-15.113,1,0.0449,0.193,2.2e-05,0.699,0.0951,154.462,249.003,0,0.1671907385070091
5mHCUAQGrkSp4GswNwF22x,HICISTE DE MI - En Vivo,La Mona Jimenez,6,0.304,0.603,7,-13.575,1,0.0613,0.298,0.000825,0.441,0.292,154.365,273.92,0,0.2066510373658058
3ZmKk6oDnVd7YwcS2CDp9A,SI HE SIDO INFIEL - En Vivo,La Mona Jimenez,6,0.272,0.66,7,-11.391,1,0.0571,0.207,2.86e-05,0.838,0.607,159.861,342.315,0,0.3397371665543586
64kQ5rDI8sx4GV6OuE41MF,LA PRISION - En Vivo,La Mona Jimenez,5,0.606,0.569,7,-12.293,1,0.0494,0.51,5.81e-05,0.318,0.911,94.248,311.424,0,0.2066510373658058
5VggMTKW25X5M4EhzKXqSo,PORQUE TE VAS - En Vivo,La Mona Jimenez,5,0.295,0.454,9,-14.733,0,0.0571,0.403,4.43e-05,0.212,0.394,82.507,313.216,0,0.3584213986141976
1fQWCORtJIo5S4T4YTkV94,Y TE MINTIO - En Vivo,La Mona Jimenez,9,0.363,0.612,0,-12.274,1,0.0651,0.364,0.000214,0.585,0.723,153.759,212.139,0,0.2488090767371628
32MxQl25fac7u6rIhXaNWl,LO QUE HA PASADO ANOCHE - En Vivo,La Mona Jimenez,7,0.36,0.56,0,-13.1,1,0.0937,0.44,0.000252,0.529,0.479,154.316,267.52,0,0.0995784528760754
1poXKEu908U8VvQ32eGwCg,LOCURA TOTAL - En Vivo,La Mona Jimenez,6,0.405,0.661,0,-12.168,1,0.0555,0.476,0.00131,0.414,0.786,153.946,246.912,0,0.3397371665543586
